#1
double height(101,3)

  0.0000000e+000  8.9931050e-001  7.0650825e-003
  1.0000000e+001  9.7275425e-001  7.6306335e-003
  2.0000000e+001  1.0520674e+000  8.2394435e-003
  3.0000000e+001  1.1376971e+000  8.8944805e-003
  4.0000000e+001  1.2301214e+000  9.5988595e-003
  5.0000000e+001  1.3298497e+000  1.0355837e-002
  6.0000000e+001  1.4374248e+000  1.1168808e-002
  7.0000000e+001  1.5534242e+000  1.2041294e-002
  8.0000000e+001  1.6784612e+000  1.2976932e-002
  9.0000000e+001  1.8131858e+000  1.3979464e-002
  1.0000000e+002  1.9582861e+000  1.5052708e-002
  1.1000000e+002  2.1144886e+000  1.6200539e-002
  1.2000000e+002  2.2825586e+000  1.7426857e-002
  1.3000000e+002  2.4633003e+000  1.8735546e-002
  1.4000000e+002  2.6575568e+000  2.0130437e-002
  1.5000000e+002  2.8662088e+000  2.1615246e-002
  1.6000000e+002  3.0901733e+000  2.3193519e-002
  1.7000000e+002  3.3304018e+000  2.4868562e-002
  1.8000000e+002  3.5878771e+000  2.6643359e-002
  1.9000000e+002  3.8636101e+000  2.8520483e-002
  2.0000000e+002  4.1586348e+000  3.0502000e-002
  2.1000000e+002  4.4740030e+000  3.2589352e-002
  2.2000000e+002  4.8107771e+000  3.4783244e-002
  2.3000000e+002  5.1700225e+000  3.7083519e-002
  2.4000000e+002  5.5527985e+000  3.9489016e-002
  2.5000000e+002  5.9601460e+000  4.1997434e-002
  2.6000000e+002  6.3930785e+000  4.4605195e-002
  2.7000000e+002  6.8525645e+000  4.7307294e-002
  2.8000000e+002  7.3395170e+000  5.0097175e-002
  2.9000000e+002  7.8547735e+000  5.2966595e-002
  3.0000000e+002  8.3990805e+000  5.5905515e-002
  3.1000000e+002  8.9730760e+000  5.8902035e-002
  3.2000000e+002  9.5772675e+000  6.1942290e-002
  3.3000000e+002  1.0212015e+001  6.5010480e-002
  3.4000000e+002  1.0877511e+001  6.8088850e-002
  3.5000000e+002  1.1573761e+001  7.1157775e-002
  3.6000000e+002  1.2300564e+001  7.4195895e-002
  3.7000000e+002  1.3057500e+001  7.7180270e-002
  3.8000000e+002  1.3843910e+001  8.0086665e-002
  3.9000000e+002  1.4658889e+001  8.2889830e-002
  4.0000000e+002  1.5501276e+001  8.5563880e-002
  4.1000000e+002  1.6369649e+001  8.8082725e-002
  4.2000000e+002  1.7262327e+001  9.0420545e-002
  4.3000000e+002  1.8177373e+001  9.2552280e-002
  4.4000000e+002  1.9112606e+001  9.4454175e-002
  4.5000000e+002  2.0065617e+001  9.6104300e-002
  4.6000000e+002  2.1033787e+001  9.7483065e-002
  4.7000000e+002  2.2014318e+001  9.8573710e-002
  4.8000000e+002  2.3004256e+001  9.9362720e-002
  4.9000000e+002  2.4000533e+001  9.9840170e-002
  5.0000000e+002  2.5000000e+001  1.0000000e-001
  5.1000000e+002  2.5999467e+001  9.9840170e-002
  5.2000000e+002  2.6995744e+001  9.9362720e-002
  5.3000000e+002  2.7985682e+001  9.8573710e-002
  5.4000000e+002  2.8966213e+001  9.7483065e-002
  5.5000000e+002  2.9934383e+001  9.6104300e-002
  5.6000000e+002  3.0887394e+001  9.4454175e-002
  5.7000000e+002  3.1822627e+001  9.2552280e-002
  5.8000000e+002  3.2737673e+001  9.0420545e-002
  5.9000000e+002  3.3630351e+001  8.8082725e-002
  6.0000000e+002  3.4498724e+001  8.5563880e-002
  6.1000000e+002  3.5341111e+001  8.2889830e-002
  6.2000000e+002  3.6156090e+001  8.0086665e-002
  6.3000000e+002  3.6942501e+001  7.7180270e-002
  6.4000000e+002  3.7699436e+001  7.4195895e-002
  6.5000000e+002  3.8426239e+001  7.1157775e-002
  6.6000000e+002  3.9122489e+001  6.8088850e-002
  6.7000000e+002  3.9787985e+001  6.5010480e-002
  6.8000000e+002  4.0422733e+001  6.1942290e-002
  6.9000000e+002  4.1026924e+001  5.8902035e-002
  7.0000000e+002  4.1600920e+001  5.5905515e-002
  7.1000000e+002  4.2145227e+001  5.2966595e-002
  7.2000000e+002  4.2660483e+001  5.0097175e-002
  7.3000000e+002  4.3147436e+001  4.7307294e-002
  7.4000000e+002  4.3606921e+001  4.4605195e-002
  7.5000000e+002  4.4039854e+001  4.1997434e-002
  7.6000000e+002  4.4447201e+001  3.9489016e-002
  7.7000000e+002  4.4829977e+001  3.7083519e-002
  7.8000000e+002  4.5189223e+001  3.4783244e-002
  7.9000000e+002  4.5525997e+001  3.2589352e-002
  8.0000000e+002  4.5841365e+001  3.0502000e-002
  8.1000000e+002  4.6136390e+001  2.8520483e-002
  8.2000000e+002  4.6412123e+001  2.6643359e-002
  8.3000000e+002  4.6669598e+001  2.4868562e-002
  8.4000000e+002  4.6909827e+001  2.3193519e-002
  8.5000000e+002  4.7133791e+001  2.1615246e-002
  8.6000000e+002  4.7342443e+001  2.0130437e-002
  8.7000000e+002  4.7536699e+001  1.8735546e-002
  8.8000000e+002  4.7717442e+001  1.7426857e-002
  8.9000000e+002  4.7885512e+001  1.6200539e-002
  9.0000000e+002  4.8041714e+001  1.5052708e-002
  9.1000000e+002  4.8186814e+001  1.3979464e-002
  9.2000000e+002  4.8321539e+001  1.2976932e-002
  9.3000000e+002  4.8446576e+001  1.2041294e-002
  9.4000000e+002  4.8562575e+001  1.1168808e-002
  9.5000000e+002  4.8670150e+001  1.0355837e-002
  9.6000000e+002  4.8769878e+001  9.5988595e-003
  9.7000000e+002  4.8862303e+001  8.8944805e-003
  9.8000000e+002  4.8947933e+001  8.2394435e-003
  9.9000000e+002  4.9027246e+001  7.6306335e-003
  1.0000000e+003  4.9100690e+001  7.0650825e-003
