#1
double force(101,2)

  0.0000000e+000  2.7582861
  1.0000000e-002  2.7582861
  2.0000000e-002  2.7433286
  3.0000000e-002  2.7310422
  4.0000000e-002  2.7182657
  5.0000000e-002  2.7018382
  6.0000000e-002  2.6786151
  7.0000000e-002  2.6463576
  8.0000000e-002  2.6041817
  9.0000000e-002  2.5527488
  1.0000000e-001  2.5022350
  1.1000000e-001  2.4659983
  1.2000000e-001  2.4458927
  1.3000000e-001  2.4342528
  1.4000000e-001  2.4242642
  1.5000000e-001  2.4146475
  1.6000000e-001  2.4058053
  1.7000000e-001  2.3981075
  1.8000000e-001  2.3915389
  1.9000000e-001  2.3858379
  2.0000000e-001  2.3807384
  2.1000000e-001  2.3759746
  2.2000000e-001  2.3712805
  2.3000000e-001  2.3663903
  2.4000000e-001  2.3610483
  2.5000000e-001  2.3561849
  2.6000000e-001  2.3549945
  2.7000000e-001  2.3609258
  2.8000000e-001  2.3763680
  2.9000000e-001  2.3973145
  3.0000000e-001  2.4177382
  3.1000000e-001  2.4350435
  3.2000000e-001  2.4485101
  3.3000000e-001  2.4575251
  3.4000000e-001  2.4639216
  3.5000000e-001  2.4722314
  3.6000000e-001  2.4865051
  3.7000000e-001  2.5065482
  3.8000000e-001  2.5303882
  3.9000000e-001  2.5563622
  4.0000000e-001  2.5850717
  4.1000000e-001  2.6181071
  4.2000000e-001  2.6556045
  4.3000000e-001  2.6926045
  4.4000000e-001  2.7230352
  4.5000000e-001  2.7414476
  4.6000000e-001  2.7473195
  4.7000000e-001  2.7424707
  4.8000000e-001  2.7289635
  4.9000000e-001  2.7118030
  5.0000000e-001  2.6980427
  5.1000000e-001  2.6947775
  5.2000000e-001  2.7086375
  5.3000000e-001  2.7397705
  5.4000000e-001  2.7835663
  5.5000000e-001  2.8353067
  5.6000000e-001  2.8919183
  5.7000000e-001  2.9552087
  5.8000000e-001  3.0278861
  5.9000000e-001  3.1126442
  6.0000000e-001  3.2092063
  6.1000000e-001  3.3107806
  6.2000000e-001  3.4097101
  6.3000000e-001  3.4983385
  6.4000000e-001  3.5691859
  6.5000000e-001  3.6204982
  6.6000000e-001  3.6573576
  6.7000000e-001  3.6852471
  6.8000000e-001  3.7091130
  6.9000000e-001  3.7275836
  7.0000000e-001  3.7351753
  7.1000000e-001  3.7268397
  7.2000000e-001  3.7038181
  7.3000000e-001  3.6716139
  7.4000000e-001  3.6363879
  7.5000000e-001  3.6091718
  7.6000000e-001  3.6033752
  7.7000000e-001  3.6235436
  7.8000000e-001  3.6567929
  7.9000000e-001  3.6890082
  8.0000000e-001  3.7084679
  8.1000000e-001  3.7088683
  8.2000000e-001  3.6912956
  8.3000000e-001  3.6592564
  8.4000000e-001  3.6218374
  8.5000000e-001  3.5891876
  8.6000000e-001  3.5698812
  8.7000000e-001  3.5561485
  8.8000000e-001  3.5305384
  8.9000000e-001  3.4754735
  9.0000000e-001  3.3829927
  9.1000000e-001  3.2926684
  9.2000000e-001  3.2475470
  9.3000000e-001  3.2338172
  9.4000000e-001  3.2316391
  9.5000000e-001  3.2424084
  9.6000000e-001  3.2694984
  9.7000000e-001  3.3091845
  9.8000000e-001  3.3484480
  9.9000000e-001  3.3823245
  1.0000000e+000  3.3823245
